Dataset Samples,Input Features,Training Samples,Testing Samples,Random Forest Accuracy,Random Forest Precision,Random Forest Recall,Random Forest F1,Random Forest ROC-AUC,SVM Accuracy,SVM Precision,SVM Recall,SVM F1,SVM ROC-AUC
3276,9,2620,656,0.6600609756097561,0.5976331360946746,0.39453125,0.4752941176470588,0.6670410156250001,0.6204268292682927,0.5139442231075697,0.50390625,0.5088757396449705,0.6440234375
